産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,N,"106,272 ","2,597 ","2,513 ","106,365 ",-,18.7 ,156.2 ,142.4 ,13.8 ,"559,040 ","415,123 ","380,243 ","34,880 ","143,917 "
,,P,"29,935 ",476 ,500 ,"29,902 ",-,15.5 ,97.7 ,96.0 ,1.7 ,"147,465 ","141,909 ","139,666 ","2,243 ","5,556 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
J63,,,協同組織金融業,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,62頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"152,435 ","2,996 ","3,175 ","152,256 ","10,984 ",18.7 ,152.1 ,142.1 ,10.0 ,"475,543 ","356,155 ","337,814 ","18,341 ","119,388 "
,M,T,"82,056 ","1,504 ","1,630 ","81,930 ","1,862 ",19.0 ,160.1 ,146.7 ,13.4 ,"569,914 ","424,084 ",,,"145,830 "
,F,T,"70,379 ","1,492 ","1,545 ","70,326 ","9,121 ",18.3 ,142.8 ,136.8 ,6.0 ,"365,557 ","276,986 ",,,"88,571 "
,,N,"141,471 ","2,778 ","2,949 ","141,272 ",-,18.8 ,155.1 ,144.4 ,10.7 ,"499,565 ","371,845 ","352,188 ","19,657 ","127,720 "
,,P,"10,964 ",218 ,226 ,"10,984 ",-,17.1 ,113.3 ,112.5 ,0.8 ,"166,072 ","154,019 ","152,625 ","1,394 ","12,053 "
,,,,,,,,,,,,,,,,
0,T,T,"55,456 ",973 ,979 ,"55,450 ","5,648 ",18.4 ,150.1 ,139.1 ,11.0 ,"521,931 ","391,538 ","370,487 ","21,051 ","130,393 "
,M,T,"33,677 ",599 ,574 ,"33,702 ","1,562 ",18.6 ,156.3 ,142.7 ,13.6 ,"611,847 ","454,663 ",,,"157,184 "
,F,T,"21,779 ",373 ,405 ,"21,747 ","4,087 ",18.0 ,140.5 ,133.6 ,6.9 ,"382,747 ","293,823 ",,,"88,924 "
,,N,"49,839 ",867 ,885 ,"49,801 ",-,18.5 ,153.2 ,141.1 ,12.1 ,"559,872 ","416,432 ","393,207 ","23,225 ","143,440 "
,,P,"5,617 ",106 ,94 ,"5,648 ",-,17.5 ,122.0 ,121.0 ,1.0 ,"186,345 ","171,351 ","169,529 ","1,822 ","14,994 "
,,,,,,,,,,,,,,,,
1,T,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,M,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,F,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,P,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,
3,T,T,"7,039 ",161 ,132 ,"7,068 ",709 ,18.3 ,150.5 ,135.7 ,14.8 ,"663,465 ","471,624 ","439,185 ","32,439 ","191,841 "
,M,T,"4,475 ",109 ,87 ,"4,497 ",195 ,18.6 ,157.5 ,139.8 ,17.7 ,"797,366 ","560,404 ",,,"236,962 "
,F,T,"2,564 ",51 ,44 ,"2,571 ",514 ,17.6 ,138.3 ,128.6 ,9.7 ,"429,516 ","316,510 ",,,"113,006 "
,,N,"6,337 ",149 ,123 ,"6,359 ",-,18.6 ,155.3 ,138.9 ,16.4 ,"719,101 ","507,851 ","471,976 ","35,875 ","211,250 "
,,P,702 ,11 ,9 ,709 ,-,15.5 ,108.0 ,107.1 ,0.9 ,"162,729 ","145,576 ","144,059 ","1,517 ","17,153 "
,,,,,,,,,,,,,,,,
4,T,T,"8,291 ",188 ,155 ,"8,324 ",709 ,18.3 ,152.0 ,135.8 ,16.2 ,"704,398 ","494,809 ","453,531 ","41,278 ","209,589 "
,M,T,"5,308 ",129 ,105 ,"5,332 ",195 ,18.6 ,159.3 ,140.0 ,19.3 ,"843,601 ","587,098 ",,,"256,503 "
,F,T,"2,983 ",59 ,50 ,"2,992 ",514 ,17.7 ,139.0 ,128.3 ,10.7 ,"456,512 ","330,465 ",,,"126,047 "
,,N,"7,589 ",177 ,146 ,"7,615 ",-,18.5 ,156.1 ,138.4 ,17.7 ,"754,655 ","527,211 ","482,244 ","44,967 ","227,444 "
,,P,702 ,11 ,9 ,709 ,-,15.5 ,108.0 ,107.1 ,0.9 ,"162,729 ","145,576 ","144,059 ","1,517 ","17,153 "
,,,,,,,,,,,,,,,,
5,T,T,"30,882 ",557 ,541 ,"30,898 ","2,797 ",18.1 ,148.4 ,136.0 ,12.4 ,"539,711 ","405,329 ","384,660 ","20,669 ","134,382 "
,M,T,"19,101 ",326 ,324 ,"19,103 ",861 ,18.3 ,155.0 ,139.6 ,15.4 ,"618,980 ","462,032 ",,,"156,948 "
,F,T,"11,781 ",231 ,216 ,"11,796 ","1,936 ",17.6 ,137.7 ,130.0 ,7.7 ,"411,259 ","313,445 ",,,"97,814 "
,,N,"28,103 ",493 ,492 ,"28,101 ",-,18.1 ,151.5 ,138.0 ,13.5 ,"574,897 ","428,249 ","405,734 ","22,515 ","146,648 "
,,P,"2,779 ",64 ,49 ,"2,797 ",-,17.3 ,116.7 ,115.5 ,1.2 ,"185,057 ","174,314 ","172,257 ","2,057 ","10,743 "
,,,,,,,,,,,,,,,,
7,T,T,"16,283 ",228 ,283 ,"16,228 ","2,143 ",19.1 ,152.4 ,146.8 ,5.6 ,"394,890 ","312,551 ","301,111 ","11,440 ","82,339 "
,M,T,"9,267 ",145 ,145 ,"9,267 ",506 ,19.3 ,157.3 ,150.5 ,6.8 ,"464,096 ","363,445 ",,,"100,651 "
,F,T,"7,016 ",83 ,138 ,"6,961 ","1,637 ",18.8 ,145.8 ,141.8 ,4.0 ,"303,115 ","245,060 ",,,"58,055 "
,,N,"14,147 ",198 ,247 ,"14,084 ",-,19.2 ,155.2 ,148.9 ,6.3 ,"425,059 ","333,246 ","320,318 ","12,928 ","91,813 "
,,P,"2,136 ",30 ,37 ,"2,143 ",-,18.4 ,133.5 ,132.6 ,0.9 ,"195,811 ","175,987 ","174,370 ","1,617 ","19,824 "
,,,,,,,,,,,,,,,,
9,T,T,"96,979 ","2,023 ","2,196 ","96,806 ","5,336 ",18.9 ,153.3 ,143.9 ,9.4 ,"448,994 ","335,904 ","319,114 ","16,790 ","113,090 "
,M,T,"48,380 ",904 ,"1,056 ","48,228 ",301 ,19.3 ,162.7 ,149.4 ,13.3 ,"540,669 ","402,757 ",,,"137,912 "
,F,T,"48,600 ","1,119 ","1,140 ","48,579 ","5,035 ",18.5 ,143.9 ,138.3 ,5.6 ,"357,858 ","269,445 ",,,"88,413 "
,,N,"91,632 ","1,911 ","2,064 ","91,471 ",-,19.0 ,156.1 ,146.2 ,9.9 ,"466,747 ","347,582 ","329,867 ","17,715 ","119,165 "
,,P,"5,347 ",112 ,131 ,"5,336 ",-,16.6 ,104.2 ,103.6 ,0.6 ,"144,692 ","135,741 ","134,798 ",943 ,"8,951 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
J64,,,貸金業，クレジットカード業等非,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,63頁
,,,預金信用機関,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"92,363 ",955 ,"1,280 ","92,038 ","13,428 ",17.7 ,146.4 ,130.3 ,16.1 ,"538,782 ","405,678 ","371,818 ","33,860 ","133,104 "
,M,T,"41,706 ",493 ,523 ,"41,676 ","1,322 ",18.6 ,161.3 ,139.1 ,22.2 ,"706,863 ","520,733 ",,,"186,130 "
,F,T,"50,658 ",462 ,757 ,"50,363 ","12,106 ",17.1 ,134.2 ,123.1 ,11.1 ,"400,046 ","310,711 ",,,"89,335 "
,,N,"78,668 ",899 ,955 ,"78,610 ",-,18.3 ,155.0 ,136.5 ,18.5 ,"602,912 ","448,114 ","409,026 ","39,088 ","154,798 "
,,P,"13,695 ",56 ,325 ,"13,428 ",-,14.6 ,96.6 ,94.6 ,2.0 ,"166,912 ","159,608 ","156,059 ","3,549 ","7,304 "
,,,,,,,,,,,,,,,,
0,T,T,"76,701 ",764 ,"1,054 ","76,411 ","11,137 ",17.7 ,147.7 ,129.6 ,18.1 ,"555,023 ","416,266 ","378,536 ","37,730 ","138,757 "
,M,T,"33,422 ",407 ,406 ,"33,423 ","1,168 ",18.5 ,163.8 ,138.3 ,25.5 ,"734,009 ","537,468 ",,,"196,541 "
,F,T,"43,279 ",357 ,648 ,"42,988 ","9,969 ",17.1 ,135.4 ,123.0 ,12.4 ,"416,333 ","322,351 ",,,"93,982 "
,,N,"65,325 ",721 ,770 ,"65,274 ",-,18.2 ,156.3 ,135.5 ,20.8 ,"620,845 ","459,507 ","416,007 ","43,500 ","161,338 "
,,P,"11,377 ",42 ,284 ,"11,137 ",-,14.7 ,98.1 ,95.7 ,2.4 ,"173,209 ","165,437 ","161,173 ","4,264 ","7,772 "
,,,,,,,,,,,,,,,,
1,T,T,"13,082 ",181 ,155 ,"13,108 ",457 ,18.3 ,161.6 ,136.6 ,25.0 ,"716,031 ","523,480 ","457,405 ","66,075 ","192,551 "
,M,T,"7,174 ",97 ,85 ,"7,186 ",105 ,18.5 ,169.7 ,139.4 ,30.3 ,"859,841 ","620,192 ",,,"239,649 "
,F,T,"5,908 ",84 ,70 ,"5,922 ",352 ,18.0 ,151.7 ,133.1 ,18.6 ,"541,436 ","406,065 ",,,"135,371 "
,,N,"12,627 ",172 ,146 ,"12,651 ",-,18.4 ,164.0 ,138.1 ,25.9 ,"735,169 ","536,243 ","467,788 ","68,455 ","198,926 "
,,P,455 ,10 ,9 ,457 ,-,14.5 ,92.7 ,92.5 ,0.2 ,"185,395 ","169,607 ","169,517 ",90 ,"15,788 "
,,,,,,,,,,,,,,,,
3,T,T,"14,137 ",225 ,195 ,"14,167 ",708 ,18.2 ,156.7 ,137.1 ,19.6 ,"621,343 ","470,984 ","423,715 ","47,269 ","150,359 "
,M,T,"7,160 ",121 ,104 ,"7,177 ",284 ,18.6 ,165.2 ,142.0 ,23.2 ,"766,918 ","567,092 ",,,"199,826 "
,F,T,"6,977 ",104 ,91 ,"6,990 ",423 ,17.8 ,148.1 ,132.2 ,15.9 ,"471,914 ","372,332 ",,,"99,582 "
,,N,"13,432 ",212 ,184 ,"13,459 ",-,18.5 ,160.0 ,139.4 ,20.6 ,"641,406 ","483,767 ","434,171 ","49,596 ","157,639 "
,,P,705 ,13 ,11 ,708 ,-,14.0 ,94.9 ,93.9 ,1.0 ,"239,340 ","227,604 ","224,644 ","2,960 ","11,736 "
,,,,,,,,,,,,,,,,
4,T,T,"27,218 ",407 ,350 ,"27,275 ","1,164 ",18.3 ,159.1 ,136.9 ,22.2 ,"666,851 ","496,214 ","439,907 ","56,307 ","170,637 "
,M,T,"14,334 ",218 ,189 ,"14,363 ",389 ,18.6 ,167.4 ,140.7 ,26.7 ,"813,420 ","593,665 ",,,"219,755 "
,F,T,"12,884 ",188 ,161 ,"12,911 ",775 ,17.9 ,149.7 ,132.6 ,17.1 ,"503,794 ","387,801 ",,,"115,993 "
,,N,"26,059 ",384 ,330 ,"26,111 ",-,18.4 ,161.9 ,138.8 ,23.1 ,"686,839 ","509,194 ","450,460 ","58,734 ","177,645 "
,,P,"1,160 ",23 ,20 ,"1,164 ",-,14.2 ,94.0 ,93.3 ,0.7 ,"218,179 ","204,853 ","203,019 ","1,834 ","13,326 "
,,,,,,,,,,,,,,,,
5,T,T,"31,676 ",171 ,512 ,"31,335 ","9,707 ",16.7 ,135.4 ,120.3 ,15.1 ,"433,520 ","320,387 ","292,808 ","27,579 ","113,133 "
,M,T,"9,344 ",76 ,110 ,"9,310 ",745 ,18.2 ,163.6 ,136.9 ,26.7 ,"688,282 ","469,390 ",,,"218,892 "
,F,T,"22,333 ",95 ,402 ,"22,026 ","8,963 ",16.1 ,123.5 ,113.3 ,10.2 ,"326,387 ","257,728 ",,,"68,659 "
,,N,"21,736 ",151 ,258 ,"21,628 ",-,17.7 ,152.5 ,131.7 ,20.8 ,"553,741 ","392,646 ","354,687 ","37,959 ","161,095 "
,,P,"9,940 ",20 ,254 ,"9,707 ",-,14.7 ,97.8 ,95.1 ,2.7 ,"168,182 ","160,905 ","156,236 ","4,669 ","7,277 "
,,,,,,,,,,,,,,,,
7,T,T,"17,807 ",186 ,192 ,"17,801 ",266 ,18.5 ,152.2 ,135.1 ,17.1 ,"598,894 ","463,581 ","436,316 ","27,265 ","135,313 "
,M,T,"9,744 ",113 ,107 ,"9,750 ",34 ,18.6 ,158.4 ,135.9 ,22.5 ,"660,863 ","519,881 ",,,"140,982 "
,F,T,"8,063 ",74 ,85 ,"8,052 ",232 ,18.3 ,144.9 ,134.2 ,10.7 ,"523,924 ","395,469 ",,,"128,455 "
,,N,"17,530 ",186 ,182 ,"17,535 ",-,18.5 ,152.7 ,135.3 ,17.4 ,"605,645 ","468,268 ","440,581 ","27,687 ","137,377 "
,,P,277 ,0 ,11 ,266 ,-,18.6 ,126.5 ,126.5 ,0.0 ,"162,636 ","160,717 ","160,717 ",0 ,"1,919 "
,,,,,,,,,,,,,,,,
9,T,T,"15,662 ",192 ,226 ,"15,628 ","2,291 ",18.0 ,140.0 ,133.7 ,6.3 ,"459,305 ","353,867 ","338,943 ","14,924 ","105,438 "
,M,T,"8,284 ",86 ,117 ,"8,253 ",154 ,18.9 ,151.2 ,142.3 ,8.9 ,"597,135 ","453,087 ",,,"144,048 "
,F,T,"7,378 ",106 ,109 ,"7,375 ","2,137 ",17.0 ,127.4 ,124.0 ,3.4 ,"304,807 ","242,648 ",,,"62,159 "
,,N,"13,344 ",178 ,185 ,"13,336 ",-,18.8 ,148.8 ,141.4 ,7.4 ,"515,130 ","392,344 ","374,852 ","17,492 ","122,786 "
,,P,"2,318 ",14 ,41 ,"2,291 ",-,13.9 ,89.1 ,89.1 ,0.0 ,"136,153 ","131,135 ","131,079 ",56 ,"5,018 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
J65,,,金融商品取引業，商品先物取引業,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,64頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"91,194 ","1,692 ","1,511 ","91,375 ","1,377 ",18.9 ,162.2 ,140.8 ,21.4 ,"1,090,517 ","732,216 ","697,659 ","34,557 ","358,301 "
,M,T,"54,601 ","1,053 ",963 ,"54,691 ",448 ,19.0 ,165.6 ,142.3 ,23.3 ,"1,284,030 ","829,994 ",,,"454,036 "
,F,T,"36,593 ",639 ,549 ,"36,683 ",929 ,18.7 ,157.3 ,138.6 ,18.7 ,"801,893 ","586,381 ",,,"215,512 "
,,N,"89,830 ","1,653 ","1,480 ","89,997 ",-,18.9 ,163.1 ,141.4 ,21.7 ,"1,102,804 ","739,774 ","704,805 ","34,969 ","363,030 "
,,P,"1,364 ",39 ,31 ,"1,377 ",-,16.2 ,107.1 ,104.6 ,2.5 ,"284,277 ","236,272 ","228,747 ","7,525 ","48,005 "
,,,,,,,,,,,,,,,,
0,T,T,"71,850 ","1,191 ","1,065 ","71,976 ","1,119 ",18.9 ,162.8 ,140.7 ,22.1 ,"1,216,031 ","800,980 ","770,333 ","30,647 ","415,051 "
,M,T,"41,355 ",692 ,638 ,"41,409 ",448 ,19.0 ,165.7 ,141.8 ,23.9 ,"1,467,385 ","921,786 ",,,"545,599 "
,F,T,"30,494 ",498 ,427 ,"30,565 ",671 ,18.8 ,158.8 ,139.1 ,19.7 ,"875,335 ","637,234 ",,,"238,101 "
,,N,"70,744 ","1,154 ","1,038 ","70,856 ",-,18.9 ,163.5 ,141.1 ,22.4 ,"1,230,020 ","809,351 ","778,365 ","30,986 ","420,669 "
,,P,"1,106 ",37 ,27 ,"1,119 ",-,16.8 ,114.1 ,111.1 ,3.0 ,"325,570 ","268,128 ","259,095 ","9,033 ","57,442 "
,,,,,,,,,,,,,,,,
1,T,T,"17,572 ",218 ,256 ,"17,534 ",33 ,18.8 ,163.9 ,140.2 ,23.7 ,"1,156,364 ","761,234 ","727,332 ","33,902 ","395,130 "
,M,T,"11,835 ",147 ,182 ,"11,800 ",24 ,18.9 ,165.6 ,141.0 ,24.6 ,"1,329,236 ","857,115 ",,,"472,121 "
,F,T,"5,737 ",70 ,74 ,"5,733 ",9 ,18.6 ,160.5 ,138.5 ,22.0 ,"800,129 ","563,653 ",,,"236,476 "
,,N,"17,538 ",217 ,256 ,"17,500 ",-,18.8 ,164.0 ,140.2 ,23.8 ,"1,157,416 ","761,820 ","727,881 ","33,939 ","395,596 "
,,P,33 ,0 ,0 ,33 ,-,19.3 ,129.6 ,122.0 ,7.6 ,"603,415 ","453,425 ","438,972 ","14,453 ","149,990 "
,,,,,,,,,,,,,,,,
3,T,T,"12,416 ",166 ,132 ,"12,450 ",67 ,18.8 ,159.3 ,141.0 ,18.3 ,"1,428,332 ","995,602 ","969,965 ","25,637 ","432,730 "
,M,T,"7,339 ",97 ,83 ,"7,353 ",19 ,19.0 ,163.1 ,142.9 ,20.2 ,"1,678,355 ","1,119,123 ",,,"559,232 "
,F,T,"5,077 ",68 ,49 ,"5,096 ",47 ,18.6 ,153.9 ,138.3 ,15.6 ,"1,067,240 ","817,210 ",,,"250,030 "
,,N,"12,351 ",163 ,131 ,"12,382 ",-,18.9 ,159.6 ,141.2 ,18.4 ,"1,434,678 ","999,720 ","974,032 ","25,688 ","434,958 "
,,P,65 ,3 ,1 ,67 ,-,16.5 ,114.7 ,108.5 ,6.2 ,"231,825 ","219,247 ","203,075 ","16,172 ","12,578 "
,,,,,,,,,,,,,,,,
4,T,T,"29,987 ",383 ,388 ,"29,982 ",100 ,18.8 ,162.0 ,140.5 ,21.5 ,"1,269,129 ","858,409 ","827,934 ","30,475 ","410,720 "
,M,T,"19,174 ",245 ,265 ,"19,154 ",43 ,18.9 ,164.6 ,141.7 ,22.9 ,"1,463,064 ","957,551 ",,,"505,513 "
,F,T,"10,814 ",138 ,123 ,"10,829 ",56 ,18.6 ,157.4 ,138.4 ,19.0 ,"925,683 ","682,836 ",,,"242,847 "
,,N,"29,889 ",380 ,387 ,"29,882 ",-,18.8 ,162.1 ,140.6 ,21.5 ,"1,272,148 ","860,264 ","829,739 ","30,525 ","411,884 "
,,P,98 ,3 ,1 ,100 ,-,17.5 ,119.7 ,113.1 ,6.6 ,"357,045 ","298,161 ","282,569 ","15,592 ","58,884 "
,,,,,,,,,,,,,,,,
5,T,T,"19,714 ",353 ,352 ,"19,715 ",185 ,18.6 ,162.5 ,136.8 ,25.7 ,"1,570,744 ","1,031,935 ","1,015,616 ","16,319 ","538,809 "
,M,T,"10,783 ",183 ,166 ,"10,800 ",79 ,18.7 ,164.8 ,137.2 ,27.6 ,"1,988,901 ","1,196,025 ",,,"792,876 "
,F,T,"8,931 ",170 ,186 ,"8,915 ",106 ,18.5 ,159.5 ,136.2 ,23.3 ,"1,065,009 ","833,479 ",,,"231,530 "
,,N,"19,531 ",337 ,337 ,"19,531 ",-,18.7 ,163.3 ,137.4 ,25.9 ,"1,583,072 ","1,039,344 ","1,022,945 ","16,399 ","543,728 "
,,P,183 ,17 ,15 ,185 ,-,10.1 ,72.2 ,68.8 ,3.4 ,"264,559 ","246,957 ","239,158 ","7,799 ","17,602 "
,,,,,,,,,,,,,,,,
7,T,T,"22,148 ",454 ,325 ,"22,277 ",834 ,19.3 ,164.2 ,144.3 ,19.9 ,"829,528 ","518,471 ","474,877 ","43,594 ","311,057 "
,M,T,"11,398 ",264 ,207 ,"11,455 ",326 ,19.5 ,168.4 ,146.3 ,22.1 ,"982,083 ","602,799 ",,,"379,284 "
,F,T,"10,750 ",190 ,117 ,"10,823 ",508 ,19.2 ,159.7 ,142.2 ,17.5 ,"667,911 ","429,134 ",,,"238,777 "
,,N,"21,324 ",437 ,313 ,"21,443 ",-,19.4 ,165.8 ,145.2 ,20.6 ,"848,683 ","528,132 ","483,178 ","44,954 ","320,551 "
,,P,824 ,17 ,12 ,834 ,-,18.2 ,122.7 ,120.2 ,2.5 ,"335,381 ","269,253 ","260,728 ","8,525 ","66,128 "
,,,,,,,,,,,,,,,,
9,T,T,"19,344 ",501 ,447 ,"19,398 ",258 ,18.8 ,160.3 ,141.4 ,18.9 ,"624,577 ","476,946 ","427,874 ","49,072 ","147,631 "
,M,T,"13,246 ",361 ,325 ,"13,282 ",-,19.1 ,165.3 ,144.0 ,21.3 ,"711,976 ","543,608 ",,,"168,368 "
,F,T,"6,099 ",140 ,122 ,"6,117 ",258 ,18.4 ,149.6 ,136.0 ,13.6 ,"434,781 ","332,183 ",,,"102,598 "
,,N,"19,086 ",499 ,443 ,"19,141 ",-,18.9 ,161.4 ,142.3 ,19.1 ,"631,572 ","482,048 ","432,327 ","49,721 ","149,524 "
,,P,258 ,2 ,4 ,258 ,-,13.6 ,77.3 ,76.8 ,0.5 ,"106,239 ","98,919 ","97,898 ","1,021 ","7,320 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
J67,,,保険業（保険媒介代理業，保険サ,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,65頁
,,,ービス業を含む）,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"589,783 ","9,999 ","9,215 ","590,567 ","49,881 ",18.1 ,135.2 ,126.6 ,8.6 ,"472,790 ","379,605 ","363,780 ","15,825 ","93,185 "
,M,T,"176,490 ","3,251 ","3,285 ","176,456 ","4,615 ",19.0 ,150.9 ,138.2 ,12.7 ,"716,482 ","556,894 ",,,"159,588 "
,F,T,"413,293 ","6,748 ","5,930 ","414,111 ","45,266 ",17.7 ,128.4 ,121.6 ,6.8 ,"368,838 ","303,979 ",,,"64,859 "
,,N,"539,851 ","8,909 ","8,118 ","540,687 ",-,18.4 ,139.6 ,130.4 ,9.2 ,"501,888 ","401,014 ","384,040 ","16,974 ","100,874 "
,,P,"49,932 ","1,090 ","1,097 ","49,881 ",-,14.9 ,88.2 ,85.9 ,2.3 ,"157,786 ","147,840 ","144,455 ","3,385 ","9,946 "
,,,,,,,,,,,,,,,,
0,T,T,"355,922 ","5,940 ","5,629 ","356,233 ","23,713 ",18.2 ,139.5 ,128.4 ,11.1 ,"515,679 ","404,476 ","385,436 ","19,040 ","111,203 "
,M,T,"110,565 ","2,070 ","2,108 ","110,527 ","2,044 ",19.0 ,153.7 ,138.1 ,15.6 ,"787,927 ","595,478 ",,,"192,449 "
,F,T,"245,357 ","3,870 ","3,520 ","245,707 ","21,670 ",17.9 ,133.2 ,124.1 ,9.1 ,"393,106 ","318,482 ",,,"74,624 "
,,N,"332,183 ","5,455 ","5,129 ","332,521 ",-,18.4 ,142.2 ,130.5 ,11.7 ,"539,643 ","421,173 ","401,183 ","19,990 ","118,470 "
,,P,"23,739 ",485 ,499 ,"23,713 ",-,16.3 ,102.9 ,99.1 ,3.8 ,"180,011 ","170,598 ","164,865 ","5,733 ","9,413 "
,,,,,,,,,,,,,,,,
1,T,T,"49,737 ",808 ,797 ,"49,748 ","2,336 ",18.3 ,148.4 ,129.6 ,18.8 ,"654,320 ","477,605 ","448,792 ","28,813 ","176,715 "
,M,T,"20,852 ",401 ,406 ,"20,847 ",155 ,19.1 ,155.6 ,135.2 ,20.4 ,"899,678 ","644,827 ",,,"254,851 "
,F,T,"28,885 ",407 ,391 ,"28,901 ","2,180 ",17.8 ,143.2 ,125.6 ,17.6 ,"477,273 ","356,940 ",,,"120,333 "
,,N,"47,388 ",787 ,763 ,"47,412 ",-,18.4 ,151.0 ,131.5 ,19.5 ,"678,606 ","493,418 ","463,397 ","30,021 ","185,188 "
,,P,"2,349 ",21 ,34 ,"2,336 ",-,17.1 ,93.9 ,90.9 ,3.0 ,"162,861 ","157,614 ","153,252 ","4,362 ","5,247 "
,,,,,,,,,,,,,,,,
3,T,T,"28,514 ",341 ,319 ,"28,536 ","1,376 ",18.3 ,145.4 ,131.8 ,13.6 ,"606,880 ","459,377 ","425,608 ","33,769 ","147,503 "
,M,T,"12,136 ",163 ,166 ,"12,133 ",109 ,18.6 ,150.6 ,135.6 ,15.0 ,"804,028 ","603,852 ",,,"200,176 "
,F,T,"16,378 ",178 ,153 ,"16,403 ","1,267 ",18.0 ,141.6 ,129.0 ,12.6 ,"460,925 ","352,417 ",,,"108,508 "
,,N,"27,135 ",325 ,300 ,"27,160 ",-,18.4 ,147.3 ,133.3 ,14.0 ,"627,393 ","473,505 ","438,509 ","34,996 ","153,888 "
,,P,"1,378 ",16 ,20 ,"1,376 ",-,16.5 ,107.6 ,102.0 ,5.6 ,"202,439 ","180,822 ","171,245 ","9,577 ","21,617 "
,,,,,,,,,,,,,,,,
4,T,T,"78,251 ","1,149 ","1,116 ","78,284 ","3,711 ",18.3 ,147.3 ,130.4 ,16.9 ,"637,031 ","470,962 ","440,343 ","30,619 ","166,069 "
,M,T,"32,988 ",563 ,573 ,"32,978 ",264 ,18.9 ,153.7 ,135.3 ,18.4 ,"864,490 ","629,753 ",,,"234,737 "
,F,T,"45,263 ",586 ,544 ,"45,305 ","3,447 ",17.9 ,142.6 ,126.8 ,15.8 ,"471,356 ","355,303 ",,,"116,053 "
